0.4850 0.0
0.4800 0.5
0.4900 1.0
0.4900 1.5
0.4990 2.0
0.5165 2.5
0.5250 3.0
0.5290 3.5
0.5300 4.0
0.5495 4.5
0.5495 5.0
0.5678 5.5
